Gender,M,R,F,FirstPurch,BusinessExecutive,Surfer,Yuppie,Hipster,Artist,ClassicGentleman,Rugged,Formal,Casual,Comic,Success
1,216,14,9,66,1,1,3,1,0,1,2,0,0,0,0
1,289,10,11,72,1,1,1,1,3,2,0,0,0,0,0
1,438,8,12,32,2,1,1,0,1,0,3,0,0,0,1
1,397,10,10,64,1,1,1,0,2,2,0,0,0,0,0
0,284,6,4,16,1,1,0,0,0,0,0,0,0,0,0
1,56,2,1,2,0,0,0,0,0,0,0,0,0,0,0
1,146,12,2,18,0,1,0,0,0,0,0,0,0,0,0
1,160,14,2,16,1,0,0,0,0,0,0,0,0,0,0
1,313,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1,278,32,2,40,1,0,0,0,0,1,0,0,0,0,0
1,278,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1,259,8,5,20,0,0,0,1,0,0,2,0,0,0,0
1,35,32,1,32,1,0,0,0,0,0,0,0,0,0,0
0,300,12,10,52,1,3,1,1,1,0,2,0,0,0,0
1,307,16,10,40,1,1,5,2,0,0,1,0,0,0,0
0,47,34,1,34,0,0,0,1,0,0,0,0,0,0,0
1,120,22,4,46,0,0,2,1,0,1,0,1,0,0,0
1,262,12,4,30,0,0,1,0,1,0,1,0,0,0,0
1,303,8,9,50,2,1,0,2,2,0,0,0,1,0,0
1,280,10,7,32,1,0,1,1,0,1,0,0,0,0,0
1,223,2,2,10,0,0,0,0,0,0,0,0,0,0,0
1,294,10,12,58,4,1,4,0,0,0,2,0,0,0,0
1,349,14,9,50,0,0,1,2,2,0,3,0,1,0,0
1,164,2,6,20,0,0,1,0,0,0,0,0,0,0,0
1,165,14,1,14,0,1,0,0,0,0,0,0,0,0,0
1,319,12,8,28,1,0,1,1,2,0,0,0,1,0,0
0,263,12,11,68,2,1,1,1,3,0,2,0,0,0,1
1,195,12,10,68,2,3,0,2,2,0,0,0,0,0,0
0,55,28,2,36,0,1,1,0,0,0,0,0,0,0,0
1,218,26,1,26,1,0,0,0,0,0,0,0,0,0,0
1,348,12,4,26,1,0,0,1,0,0,1,0,0,0,0
1,207,26,6,58,2,0,0,0,2,1,1,0,1,1,1
1,396,16,12,62,5,0,2,3,0,0,2,1,0,0,0
0,84,2,1,2,0,0,0,0,0,0,0,0,0,0,0
1,325,16,2,20,1,1,0,0,0,0,0,0,0,0,0
1,208,14,8,60,1,2,2,0,1,0,2,0,0,0,0
1,290,2,9,22,1,1,1,0,0,1,0,1,0,0,0
1,275,24,2,28,1,0,0,0,0,1,0,0,0,0,0
0,264,10,7,44,0,0,2,0,1,1,1,1,1,1,0
0,54,22,1,22,0,0,1,0,0,0,0,0,0,0,0
0,192,16,2,20,0,0,0,0,2,0,0,0,0,0,1
1,189,10,1,10,0,0,0,0,0,0,0,0,0,0,1
1,178,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1,291,14,5,34,3,0,0,0,0,0,2,0,0,0,0
1,191,8,2,12,0,0,0,0,0,0,0,0,0,0,0
1,323,16,6,50,0,0,2,1,0,0,3,1,0,0,0
1,143,4,6,38,2,0,1,1,0,1,0,0,0,0,0
1,152,34,5,60,1,1,1,1,0,0,1,0,0,0,0
1,33,28,2,36,0,0,0,0,0,0,2,0,0,0,0
1,365,6,10,30,1,1,1,1,1,0,0,0,1,0,0
0,211,28,5,48,1,1,0,1,1,0,1,0,1,0,0
1,204,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1,289,24,2,26,0,1,0,0,0,0,1,0,0,0,0
1,341,6,9,50,2,0,2,1,0,1,1,1,0,0,0
1,300,16,2,22,0,1,1,0,0,0,0,1,0,0,0
1,185,10,8,42,1,1,2,1,1,1,0,1,0,1,0
1,223,16,8,50,1,2,2,1,0,2,0,0,0,0,1
1,140,8,9,54,1,0,2,1,1,1,2,0,0,0,1
0,265,26,2,30,1,0,0,1,0,0,0,0,0,0,0
1,125,18,1,18,0,0,1,0,0,0,0,0,0,0,0
0,148,2,1,2,0,0,0,0,0,0,0,0,0,0,0
1,236,10,3,20,0,0,1,1,0,0,0,0,0,0,0
1,104,8,2,16,0,0,1,0,0,0,0,0,0,0,0
1,58,16,1,16,0,0,0,1,0,0,0,0,0,0,0
1,111,10,1,10,0,0,0,0,0,0,0,0,0,0,0
0,212,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1,185,2,6,28,0,0,1,1,0,1,0,0,0,0,1
1,29,4,1,4,0,0,0,0,0,0,0,0,0,0,0
0,194,20,1,20,1,0,0,0,0,0,0,0,0,0,0
0,132,18,2,20,0,0,1,0,0,0,1,0,0,0,0
1,288,16,2,18,0,2,0,0,0,0,0,0,0,0,0
1,294,12,12,64,2,1,3,2,0,1,2,1,0,0,0
1,170,8,2,10,0,0,0,0,0,0,0,0,0,0,0
0,46,14,2,16,1,0,1,0,0,0,0,1,0,0,1
1,201,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,130,14,2,22,0,0,1,1,0,0,0,0,0,0,0
1,88,4,2,12,0,0,0,0,0,0,0,0,0,0,0
1,277,4,2,12,0,0,0,0,0,0,0,0,0,0,1
1,222,14,9,50,2,1,1,1,0,4,0,0,0,0,1
0,28,10,1,10,0,0,0,0,0,0,0,0,0,0,0
0,308,20,1,20,0,0,0,0,0,0,1,0,0,0,0
0,221,10,7,24,2,0,1,1,1,1,0,1,1,1,0
1,55,10,2,18,1,0,0,0,0,0,0,0,0,0,0
0,189,10,10,56,4,0,1,3,1,0,0,1,0,0,0
1,221,16,3,30,0,0,2,0,0,0,1,1,0,0,0
1,196,14,2,22,0,0,0,2,0,0,0,0,0,0,0
0,300,6,1,6,0,0,0,0,0,0,0,0,0,0,0
1,171,14,11,58,1,1,3,1,2,1,2,0,0,0,1
1,142,32,1,32,1,0,0,0,0,0,0,0,0,0,0
1,108,10,4,30,1,0,0,0,0,1,1,0,0,0,0
1,304,32,1,32,0,0,0,0,1,0,0,0,0,0,0
0,443,12,11,66,3,1,2,1,0,1,2,0,0,0,1
1,196,14,1,14,0,0,0,1,0,0,0,0,0,0,0
1,246,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1,283,4,2,8,0,0,0,0,0,0,0,0,0,0,0
0,101,16,2,20,0,0,1,0,0,1,0,0,0,0,0
1,97,4,2,6,0,0,0,0,0,0,0,0,0,0,0
0,75,4,2,12,0,0,0,0,0,0,0,0,0,0,0
1,43,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1,359,10,12,76,1,2,2,2,0,2,1,0,0,0,0
1,369,10,6,44,1,1,0,0,0,2,1,0,0,0,0
1,48,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,81,16,1,16,1,0,0,0,0,0,0,0,0,0,0
0,206,6,11,70,0,1,3,2,0,2,2,2,0,1,1
0,379,22,11,80,1,2,3,2,1,0,2,0,0,0,0
1,155,12,1,12,0,0,0,0,0,0,0,0,0,0,0
0,157,16,1,16,0,1,0,0,0,0,0,0,0,0,1
0,285,6,11,72,2,0,1,1,0,0,2,0,0,0,0
0,329,10,2,14,0,0,0,0,0,1,0,0,0,0,1
1,323,2,8,34,1,0,0,2,1,1,2,0,1,1,0
1,273,12,1,12,0,0,0,0,0,0,0,0,0,0,0
0,401,16,8,54,1,0,2,1,0,2,2,1,0,1,0
1,364,16,10,48,1,1,3,2,1,1,1,1,0,0,0
1,119,14,2,18,0,0,1,1,0,0,0,0,0,0,0
0,216,22,1,22,0,0,0,0,0,1,0,0,0,0,0
0,242,4,1,4,0,0,0,0,0,0,0,0,0,0,0
1,128,4,3,12,0,0,0,0,0,0,0,0,0,0,1
1,341,14,7,38,1,0,0,0,0,2,3,0,0,0,1
1,355,2,12,68,2,1,1,2,1,1,1,1,1,1,0
1,63,16,1,16,0,0,0,1,0,0,0,0,0,0,0
1,32,8,2,16,1,0,0,0,0,0,0,0,0,0,0
0,328,10,2,16,0,0,1,0,0,0,0,0,0,0,0
1,170,14,1,14,1,0,0,0,0,0,0,0,0,0,0
1,173,16,2,20,1,1,0,0,0,0,0,0,0,0,0
1,200,10,2,18,0,0,1,0,0,0,0,0,0,0,0
1,263,16,1,16,0,0,1,0,0,0,0,0,0,0,0
1,204,2,2,10,0,0,0,0,0,0,0,0,0,0,0
0,157,10,7,36,0,1,4,0,1,0,0,1,0,0,0
1,372,4,9,34,2,2,2,0,0,0,1,1,0,0,0
0,211,28,8,68,1,2,1,4,0,0,0,0,0,0,0
1,205,16,5,30,0,0,2,2,1,0,0,1,0,0,0
1,208,36,1,36,0,0,1,0,0,0,0,0,0,0,0
1,253,10,4,20,1,0,0,0,0,1,0,0,0,0,1
0,189,16,2,20,0,0,1,1,0,0,0,0,0,0,0
1,18,6,1,6,0,0,0,0,0,0,0,0,0,0,0
1,114,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,160,8,3,20,2,0,0,0,0,0,0,0,0,0,0
0,101,12,2,16,0,0,1,0,0,0,0,0,0,0,0
0,171,2,1,2,0,0,0,0,0,0,0,0,0,0,0
1,326,14,2,22,0,1,0,0,1,0,0,0,0,0,0
1,49,36,1,36,0,0,0,0,0,1,0,0,0,0,0
1,235,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,141,4,6,36,0,2,0,0,0,1,0,0,0,0,1
1,192,12,2,20,0,0,1,0,0,0,0,0,0,0,0
1,172,6,1,6,0,0,0,0,0,0,0,0,0,0,1
1,311,12,10,66,1,2,1,1,0,1,2,0,0,0,0
0,293,28,3,36,1,0,0,2,0,0,0,0,0,0,0
0,218,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1,311,24,1,24,0,0,1,0,0,0,0,0,0,0,0
1,134,24,2,28,1,1,0,0,0,0,0,0,0,0,0
1,51,4,1,4,0,0,0,0,0,0,0,0,0,0,0
1,26,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1,249,12,1,12,0,0,0,0,0,0,0,0,0,0,0
0,344,6,3,18,0,1,0,0,0,0,1,0,0,0,1
1,325,8,2,16,0,0,0,0,0,1,0,0,0,0,0
1,43,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1,376,10,10,54,1,2,3,1,2,0,0,0,0,0,0
1,198,12,6,30,1,0,1,1,0,1,1,0,0,0,0
1,202,10,12,60,2,1,1,2,1,2,2,0,0,0,0
1,86,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1,31,2,2,6,0,0,0,0,0,0,0,0,0,0,1
0,223,28,9,70,3,0,2,2,0,1,1,2,0,1,0
1,384,8,12,40,3,2,3,0,1,0,1,0,0,0,0
1,18,14,1,14,0,0,0,0,0,1,0,0,0,0,0
0,179,16,10,36,4,0,1,2,1,1,1,0,0,0,0
0,284,16,1,16,1,0,0,0,0,0,0,0,0,0,0
1,425,26,9,72,2,1,3,0,3,0,0,0,0,0,0
0,184,2,7,32,0,1,1,1,1,1,0,0,0,0,1
1,172,30,7,48,1,0,2,1,0,1,2,0,0,0,0
1,444,36,12,62,3,3,2,0,1,1,2,2,0,0,0
0,238,14,7,28,2,1,0,2,1,1,0,0,0,0,0
1,361,6,8,40,2,0,0,1,1,2,0,0,0,0,0
1,194,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1,180,12,3,22,0,0,1,0,0,0,0,0,0,0,0
0,266,10,8,50,0,1,2,1,1,1,1,0,0,0,1
1,219,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1,304,6,1,6,0,0,0,0,0,0,0,0,0,0,1
1,31,8,2,12,0,0,0,0,0,0,0,0,0,0,0
1,114,2,3,14,1,0,0,0,0,0,0,0,0,0,0
1,142,14,9,66,2,1,2,1,0,2,1,0,0,0,0
1,129,26,5,44,0,0,1,0,1,0,3,1,1,0,0
1,260,14,1,14,0,0,1,0,0,0,0,0,0,0,0
1,416,8,11,36,1,0,4,1,1,0,0,1,1,0,1
1,80,28,1,28,0,0,0,0,0,0,1,0,0,0,0
1,367,16,5,38,0,1,3,0,0,1,0,1,0,0,0
1,229,4,1,4,0,0,0,0,0,0,0,0,0,0,0
0,379,26,9,52,3,1,1,1,0,1,2,0,0,0,0
1,188,18,2,26,0,1,0,0,1,0,0,0,1,0,0
1,291,6,1,6,0,0,0,0,0,0,0,0,0,0,0
1,226,6,1,6,0,0,0,0,0,0,0,0,0,0,0
1,265,16,2,20,0,0,1,1,0,0,0,0,0,0,0
1,216,14,1,14,0,0,0,1,0,0,0,0,0,0,0
1,357,10,10,56,2,0,2,0,2,1,2,0,0,0,0
1,124,14,1,14,1,0,0,0,0,0,0,0,0,0,0
1,159,14,2,16,0,2,0,0,0,0,0,0,0,0,0
0,106,16,1,16,0,0,0,1,0,0,0,0,0,0,0
1,207,2,5,18,0,1,2,0,0,0,0,1,0,0,0
1,171,26,2,32,1,0,0,0,1,0,0,0,0,0,0
1,338,10,6,38,0,0,1,2,0,1,1,0,0,0,0
0,262,14,1,14,0,0,0,0,0,1,0,0,0,0,0
1,192,14,9,62,1,1,2,0,3,1,1,1,2,1,1
1,196,2,4,10,0,0,0,0,0,0,0,0,0,0,0
1,181,12,4,28,1,0,2,0,0,0,0,0,0,0,0
0,209,10,12,50,3,0,3,1,1,0,1,0,0,0,0
1,52,8,2,10,0,0,0,0,0,0,0,0,0,0,0
1,196,14,12,58,1,2,2,3,1,0,2,0,0,0,0
1,161,10,2,18,0,1,0,0,0,0,0,0,0,0,0
1,147,14,7,44,1,0,3,0,2,0,1,0,0,0,0
1,200,12,12,36,4,1,1,1,0,3,1,0,0,2,0
1,177,4,2,8,0,0,0,0,0,0,0,0,0,0,0
1,112,14,1,14,0,0,0,1,0,0,0,0,0,0,0
1,235,6,2,10,0,0,0,0,0,0,0,0,0,0,0
1,210,22,2,28,0,0,1,1,0,0,0,0,0,0,0
1,212,22,1,22,0,0,1,0,0,0,0,0,0,0,0
1,240,12,2,16,0,1,0,0,0,0,0,0,0,0,0
1,120,8,1,8,0,0,0,0,0,0,0,0,0,0,0
0,194,32,2,40,1,0,1,0,0,0,0,0,0,0,0
1,367,12,11,70,4,1,3,0,0,0,2,0,0,0,0
1,228,4,2,10,0,0,0,0,0,0,0,0,0,0,0
1,55,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1,337,16,9,62,2,0,3,0,1,1,2,1,0,0,0
1,62,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,190,8,2,14,0,0,1,0,0,0,0,0,0,0,0
1,135,10,5,24,0,0,1,0,1,0,1,0,1,0,0
1,206,36,2,44,1,0,0,1,0,0,0,0,0,0,0
0,260,32,6,44,3,3,0,0,0,0,0,0,0,0,0
1,137,10,5,26,0,0,1,1,2,0,0,1,1,0,0
1,188,10,8,38,0,0,5,1,0,1,0,0,0,0,0
1,347,16,6,50,0,3,0,0,0,0,3,0,0,0,0
0,224,10,1,10,0,0,0,0,0,0,0,0,0,0,1
1,222,34,9,54,1,0,4,2,1,0,1,0,0,0,0
1,240,22,1,22,0,0,0,1,0,0,0,0,0,0,0
1,229,16,1,16,0,0,0,0,0,0,1,0,0,0,1
0,61,14,2,22,1,0,1,0,0,0,0,0,0,0,0
1,221,16,2,24,1,0,1,0,0,0,0,0,0,0,0
1,244,6,10,40,2,0,1,1,2,0,1,0,0,0,0
1,293,16,4,34,1,0,1,1,1,0,0,1,1,0,0
1,256,14,2,20,1,0,1,0,0,0,0,0,0,0,0
1,164,12,5,32,0,0,1,0,0,1,2,1,0,1,1
1,184,16,1,16,1,0,0,0,0,0,0,0,0,0,0
0,96,28,1,28,0,0,0,0,0,0,1,0,0,0,0
0,16,14,1,14,0,0,0,0,0,1,0,0,0,0,0
1,314,18,2,26,0,0,1,0,1,0,0,0,1,0,0
1,422,4,10,54,4,1,1,0,1,1,1,0,0,0,0
1,120,10,1,10,0,0,0,0,0,0,0,0,0,0,0
0,281,14,11,58,2,0,3,3,0,2,1,0,0,0,0
0,174,8,1,8,0,0,0,0,0,0,0,0,0,0,0
0,291,8,2,12,0,0,0,0,0,0,0,0,0,0,0
1,35,18,1,18,1,0,0,0,0,0,0,0,0,0,0
0,201,28,8,62,0,2,3,0,2,0,1,0,0,0,0
0,429,22,11,78,2,1,1,0,2,3,2,0,0,0,0
1,252,10,11,38,0,2,3,0,1,1,2,0,0,0,1
0,253,8,8,30,2,1,0,0,0,1,2,0,0,0,0
1,161,6,3,18,0,0,0,1,0,0,1,0,0,0,0
1,301,2,2,4,0,0,0,0,0,0,0,0,0,0,0
0,393,12,12,36,4,0,3,0,1,2,1,1,1,1,0
1,254,10,9,54,1,1,3,0,0,2,1,1,0,1,0
1,62,2,1,2,0,0,0,0,0,0,0,0,0,0,0
0,40,14,2,16,1,0,0,1,0,0,0,0,0,0,0
1,96,32,2,40,0,1,0,1,0,0,0,0,0,0,0
1,214,12,11,40,2,1,1,2,2,1,1,0,0,0,0
1,174,16,2,24,1,0,0,1,0,0,0,0,0,0,0
0,382,16,6,38,1,3,1,0,0,0,1,1,0,0,0
1,302,26,2,30,1,0,1,0,0,0,0,0,0,0,0
1,340,16,4,24,0,0,2,0,0,2,0,1,0,1,0
0,83,30,2,36,0,0,2,0,0,0,0,0,0,0,0
1,235,14,4,22,0,0,1,0,1,1,1,0,0,0,0
0,127,12,2,20,0,0,1,0,0,0,0,0,0,0,0
0,167,12,2,18,0,0,0,0,0,0,1,0,0,0,0
1,367,4,10,40,0,2,0,4,1,0,1,0,0,0,0
1,303,14,1,14,0,0,0,0,0,1,0,0,0,0,0
1,375,8,8,52,2,1,0,1,1,1,0,0,0,0,0
0,326,8,10,36,3,0,2,2,2,0,0,0,0,0,0
0,162,26,2,30,0,0,0,0,1,0,1,0,0,0,0
1,235,2,8,44,1,0,2,0,0,0,0,0,0,0,0
1,274,32,2,36,1,0,1,0,0,0,0,0,0,0,0
0,121,2,1,2,0,0,0,0,0,0,0,0,0,0,0
0,91,34,1,34,1,0,0,0,0,0,0,0,0,0,0
1,199,10,11,34,1,2,4,1,1,0,0,1,0,0,0
1,316,8,2,16,1,0,0,0,0,0,0,0,0,0,0
1,166,32,9,68,3,0,2,1,1,1,1,0,0,0,0
1,239,16,1,16,0,0,0,1,0,0,0,0,0,0,0
0,233,10,2,18,1,0,0,0,0,0,0,0,0,0,0
1,235,22,2,28,0,0,0,0,2,0,0,0,0,0,1
1,138,8,2,14,0,0,0,0,0,0,0,0,0,0,0
0,190,2,8,32,1,1,0,1,1,0,0,0,0,0,0
1,278,12,2,18,0,0,1,0,0,0,0,0,0,0,0
1,79,2,1,2,0,0,0,0,0,0,0,0,0,0,0
1,18,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,277,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,249,12,3,20,1,0,0,1,0,0,0,0,0,0,0
0,148,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1,348,14,9,48,1,0,4,1,1,1,1,2,1,1,0
0,251,2,4,24,0,0,1,0,0,0,0,0,0,0,0
1,210,28,1,28,0,0,1,0,0,0,0,0,0,0,0
1,88,30,2,38,0,1,0,0,0,1,0,0,0,0,0
1,49,2,1,2,0,0,0,0,0,0,0,0,0,0,0
0,124,14,5,42,2,0,0,0,0,1,1,0,0,1,0
0,354,16,12,74,1,1,4,1,0,3,2,0,0,0,1
1,106,6,1,6,0,0,0,0,0,0,0,0,0,0,0
1,140,8,1,8,0,0,0,0,0,0,0,0,0,0,0
0,210,2,1,2,0,0,0,0,0,0,0,0,0,0,1
1,195,4,1,4,0,0,0,0,0,0,0,0,0,0,0
1,104,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1,192,12,1,12,0,0,0,0,0,0,0,0,0,0,1
1,133,16,2,18,0,0,1,0,0,1,0,0,0,1,0
1,149,34,2,36,0,0,1,1,0,0,0,0,0,0,0
1,171,12,2,14,1,0,0,0,0,0,0,0,0,0,0
1,230,32,2,38,0,0,0,0,0,1,1,0,0,0,0
1,219,14,2,20,2,0,0,0,0,0,0,0,0,0,0
1,426,32,9,58,3,1,3,1,1,0,0,0,0,0,0
0,74,6,1,6,0,0,0,0,0,0,0,0,0,0,0
1,284,34,2,38,0,0,1,1,0,0,0,0,0,0,0
1,248,30,12,78,6,1,1,3,0,1,0,0,0,0,0
1,174,10,8,44,1,1,0,2,1,1,0,0,0,0,0
1,196,14,1,14,1,0,0,0,0,0,0,0,0,0,0
1,36,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1,424,24,9,58,1,0,4,1,0,1,2,2,0,0,0
0,245,20,2,22,0,0,1,0,0,1,0,0,0,0,0
1,226,10,1,10,0,0,0,0,0,0,0,0,0,0,0
0,418,16,10,72,5,0,2,0,2,1,0,1,2,0,0
0,381,8,7,38,2,0,1,1,0,1,1,0,0,0,0
1,239,34,12,99,1,2,4,2,0,1,2,0,0,0,0
1,154,6,2,14,0,0,1,0,0,0,0,0,0,0,0
1,306,32,2,38,0,1,1,0,0,0,0,0,0,0,0
1,240,10,11,74,2,0,3,0,1,2,2,0,0,0,1
0,80,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1,72,12,2,18,0,0,1,0,0,0,0,0,0,0,0
1,76,32,2,40,0,1,0,1,0,0,0,0,0,0,0
0,175,16,2,20,0,0,0,1,0,0,1,0,0,0,0
1,276,14,11,42,4,0,3,2,0,1,1,1,0,1,1
1,197,22,1,22,0,0,0,0,0,1,0,0,0,0,0
0,159,14,2,20,1,0,0,1,0,0,0,0,0,0,0
1,68,14,2,20,0,0,0,0,2,0,0,0,0,0,0
1,179,10,9,54,1,1,1,2,1,1,1,0,0,0,0
1,149,16,4,26,2,0,1,1,0,0,0,0,0,0,0
1,93,28,1,28,0,0,1,0,0,0,0,0,0,0,0
1,44,20,1,20,0,0,0,0,0,1,0,0,0,0,0
1,125,28,1,28,0,1,0,0,0,0,0,0,0,0,0
0,297,12,9,62,3,0,1,2,0,0,2,0,0,0,0
0,114,2,1,2,0,0,0,0,0,0,0,0,0,0,0
1,137,6,1,6,0,0,0,0,0,0,0,0,0,0,0
0,197,2,11,34,2,0,3,1,0,1,0,0,0,0,0
1,162,8,5,32,1,1,0,0,0,0,0,0,0,0,0
1,17,6,1,6,0,0,0,0,0,0,0,0,0,0,0
1,99,2,2,6,0,0,0,0,0,0,0,0,0,0,0
1,206,2,9,34,3,1,2,0,1,0,0,1,1,0,0
1,165,16,1,16,0,1,0,0,0,0,0,0,0,0,1
0,151,14,6,32,0,0,3,2,0,0,1,1,0,0,0
1,291,12,11,34,2,0,0,0,2,1,5,0,0,0,1
1,230,22,2,26,1,0,0,0,0,0,1,0,0,0,0
1,56,14,1,14,0,0,0,0,0,0,0,0,0,0,0
0,76,12,4,36,1,1,0,1,0,0,0,0,0,0,0
1,229,2,2,8,0,0,0,0,0,0,0,0,0,0,0
1,212,12,2,16,0,1,0,0,0,0,0,0,0,0,0
1,376,12,7,38,0,1,2,2,0,1,0,1,0,1,0
1,233,8,12,36,2,1,1,1,1,0,0,0,0,0,0
1,76,4,3,10,0,0,0,0,0,0,0,0,0,0,0
1,274,6,10,28,2,0,1,0,2,1,0,1,1,1,0
1,258,4,2,8,0,0,0,0,0,0,0,0,0,0,0
1,96,32,2,38,1,0,0,0,0,0,1,0,0,0,0
1,164,14,1,14,0,1,0,0,0,0,0,0,0,0,0
1,213,14,11,44,1,1,2,4,0,2,1,0,0,0,0
1,102,2,6,16,2,1,0,0,0,0,0,0,0,0,0
1,298,10,4,28,1,0,1,0,0,1,0,0,0,0,0
0,95,14,1,14,0,0,1,0,0,0,0,0,0,0,0
0,284,34,4,44,0,2,0,1,0,0,1,0,0,0,0
1,233,16,1,16,1,0,0,0,0,0,0,0,0,0,0
1,285,2,1,2,0,0,0,0,0,0,0,0,0,0,0
0,45,30,2,38,0,1,0,1,0,0,0,0,0,0,0
1,333,32,9,76,4,0,0,0,1,3,1,0,0,0,0
1,271,16,11,82,1,1,3,1,1,2,2,0,0,0,0
1,67,28,1,28,0,0,1,0,0,0,0,0,0,0,0
0,323,12,2,20,1,0,0,0,0,0,0,0,0,0,0
0,303,16,1,16,0,0,1,0,0,0,0,0,0,0,0
1,214,30,3,44,0,1,1,1,0,0,0,1,0,0,0
1,288,14,2,16,0,0,0,0,2,0,0,0,0,0,0
0,308,20,2,24,1,0,0,0,0,0,1,0,0,0,0
0,245,16,1,16,0,0,0,0,1,0,0,0,0,0,0
1,303,8,5,36,2,1,1,0,0,0,0,0,0,0,0
1,278,2,2,6,0,0,0,0,0,0,0,0,0,0,0
1,23,18,1,18,1,0,0,0,0,0,0,0,0,0,0
1,283,10,2,16,1,0,0,0,0,0,0,0,0,0,0
1,260,14,3,26,0,1,1,1,0,0,0,0,0,0,1
1,146,12,1,12,0,0,0,0,0,0,0,0,0,0,0
0,55,14,1,14,0,0,1,0,0,0,0,0,0,0,0
1,309,4,1,4,0,0,0,0,0,0,0,0,0,0,0
1,182,4,4,26,0,0,1,0,0,0,1,0,0,0,0
0,261,4,2,10,0,0,0,0,0,0,0,0,0,0,0
0,267,22,1,22,1,0,0,0,0,0,0,0,0,0,0
1,163,18,4,28,0,0,1,0,2,0,1,0,0,0,0
1,139,2,2,10,0,0,0,0,0,0,0,0,0,0,0
0,291,12,12,62,2,1,3,2,1,0,0,0,0,0,0
1,234,34,2,36,1,0,0,0,0,0,1,0,0,0,0
1,31,10,2,12,0,0,0,0,0,0,0,0,0,0,0
0,117,8,2,12,0,0,0,0,0,0,0,0,0,0,0
1,428,10,12,40,3,1,1,0,2,3,1,0,0,0,0
1,158,4,2,10,0,0,0,0,0,0,0,0,0,0,0
1,268,2,1,2,0,0,0,0,0,0,0,0,0,0,0
0,213,22,1,22,0,0,0,0,1,0,0,0,0,0,0
0,61,6,2,14,0,1,0,0,0,0,0,0,0,0,0
1,96,18,2,20,0,0,0,1,0,0,1,0,0,0,1
1,217,30,1,30,0,1,0,0,0,0,0,0,0,0,0
0,29,10,1,10,0,0,0,0,0,0,0,0,0,0,0
0,326,28,2,30,1,0,1,0,0,0,0,0,0,0,0
1,100,4,2,12,0,0,0,0,0,0,0,0,0,0,0
1,359,4,7,42,1,0,2,1,1,0,0,0,0,0,0
0,25,4,1,4,0,0,0,0,0,0,0,0,0,0,0
1,181,10,2,18,1,0,0,0,0,0,0,0,0,0,0
1,221,28,5,42,2,1,1,0,0,0,1,0,0,0,0
0,223,10,9,42,1,1,1,1,0,1,0,0,0,0,0
0,145,2,1,2,0,0,0,0,0,0,0,0,0,0,1
1,179,26,2,32,0,1,0,0,1,0,0,0,0,0,0
1,301,22,2,30,0,0,1,0,1,0,0,0,0,0,0
1,325,14,2,20,1,0,0,0,0,0,0,0,0,0,0
1,153,16,10,64,1,2,2,2,1,1,1,0,0,0,0
1,142,10,2,16,0,0,0,0,1,0,0,0,0,0,1
1,393,6,8,54,0,0,3,0,1,0,3,2,0,0,0
0,172,32,2,38,1,0,0,0,0,1,0,0,0,0,1
1,194,14,2,18,0,0,1,0,1,0,0,0,0,0,0
0,70,2,2,10,0,0,0,0,0,0,0,0,0,0,0
1,309,18,2,26,1,0,0,0,0,1,0,0,0,0,0
1,368,4,11,66,3,0,2,2,0,1,2,0,0,0,0
1,365,2,6,26,0,0,0,2,0,0,0,0,0,0,0
0,106,2,2,6,0,0,0,0,0,0,0,0,0,0,1
0,158,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1,226,4,1,4,0,0,0,0,0,0,0,0,0,0,0
1,187,4,2,12,0,0,0,0,0,0,0,0,0,0,0
0,134,20,1,20,0,0,0,1,0,0,0,0,0,0,0
1,188,2,1,2,0,0,0,0,0,0,0,0,0,0,0
1,375,22,9,48,3,0,2,0,1,2,1,0,0,0,0
1,292,12,2,14,0,1,0,0,0,0,0,0,0,0,0
0,260,6,5,32,1,0,0,0,1,1,0,0,0,0,1
1,83,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1,135,16,1,16,0,0,1,0,0,0,0,0,0,0,0
